tweet,task1,task2,pred_class
@DJVde @pilgrim_rosine Da hilft nur eins - bekämpfen und keine Plattform bieten,OTHER,OTHER,3
@gaborhalasz1 Ich hoffe die sächsische Exekutive bzw. Justiz ist noch in der Lage diese Frage wahrheitsgemäß zu beantworten- es scheint Rechtsstaatlichkeit ist hier gerade in der Auflösung begriffen,OTHER,OTHER,3
@SMIsachsen @larsradau @annettedittert @PolizeiSachsen Bitte geben Sie die Exekutive an den Bund ab- das geht lt. GG und ist besser für alle #sachsenbankrotterklärung,OFFENSE,INSULT,0
@gaborhalasz1 Ihre Frage ist ironisch - richtig?,OTHER,OTHER,3
"@c_lindner @fdp Schön auf der Populismuswelle reiten und dann noch Ratschläge geben, wenn die braune Saat aufgeht - werden Sie lieber Fotomodell",OFFENSE,INSULT,0
@spdbt Was ist wenn es in manchen Teilen von DE keine demokratische Mehrheit mehr gibt?,OTHER,OTHER,3
@morgenmagazin @f_Ritze Ich habe gestern gewaltbereite Neonazis und Rassisten aufmarschieren sehen- Sie etwa nicht?,OTHER,OTHER,3
@cdusachsen @AlexDierks1987 @DLF Selbstwahrnehmung vs. Fremdwahrnehmung - solche Aussagen sind zum Fremdschämen. Wieder einmal hat dem rechten Mob die Straße in Sachsen gehört! #chemnitz,OTHER,OTHER,3
@161Schlotle @johannesgrunert Ich mittlerweile auch - solche Situationen lassen sich politisch optimal nutzen- mal sehen wie lange es dauert bis das Thema Asyl wieder mit diesen besorgten Faschos verknüpft wird,OFFENSE,INSULT,0
@focusonline „Rechte Demonstranten“ ist eine Relativierung Ihrerseits - in #chemnitz sind Neonazis und Rassisten nahezu unbegleitet marschiert,OTHER,OTHER,3
@Tagesspiegel @dpa Waren die denn alle bei der Nazidemo? #Pegizei,OFFENSE,INSULT,0
@mdrde Sie relativieren - hier sind Neonazis und Rassisten nahezu unbegleitet durch #chemnitz gezogen - oder sehen Sie dies anders?,OTHER,OTHER,3
@zeitonline Die Neonazis und Rassisten ziehen nahezu unbegleitet durch die Stadt,OTHER,OTHER,3
"@lebenundlassen @HartmutSchrewe @PolizeiSachsen Heute kann man froh sein, wenn es keine Schwerverletzte gibt- die @PolizeiSachsen versagt auf ganzer Linie",OTHER,OTHER,3
@pecan1003 @ZDFheute Diese „besorgte Bürger“ Maske ist gefallen- Hitlergrüsse und Nazispeech sind selbstentlarvend,OTHER,OTHER,3
@ZDFheute Nennen Sie diese Gewalttäter endlich beim Namen: Es sind NeoNazis und Rassisten in #Chemnitz,OTHER,OTHER,3
"@SvenIsHell @wenig_worte @panorama_music @JKasek Dieser Vollversager Kretschmer sollte schon nach #Pegizei und #chemnitz abdanken - in der Hoffnung, dass heute nicht noch etwas schlimmes passiert",OFFENSE,INSULT,0
@MartinaSchein @KotzenderStern Es scheint keine schweigende Mehrheit in #chemnitz zu geben,OTHER,OTHER,3
@MPKretschmer Haben Sie die Geschehnisse in #Chemnitz in voller Gänze verstanden?,OTHER,OTHER,3
Guten Morgen nach Berlin. Viel Erfolg bei Den AfD-Großaufmarsch am 27. Mai in Berlin verhindern! #b2705 #noafd,OTHER,OTHER,3
"Kraftvolle Demo zum Ende der G20 Proteste. 200.000 Leute sind auf der Straße, allein 10.000 davon im antikapitalistischen Block.",OTHER,OTHER,3
G20-Mobi bei unseren Lieblingsbrit*innen von Plan C #communisminuk,OTHER,OTHER,3
An der JVA Preungesheim startet gerade die Solid Kundgebung für Fede #freefede #blockupy #18m,OTHER,OTHER,3
"demo nun vor der alten oper angekommen, vor allem italienische genossen gut drauf und unermütlich #m18 #Blockupy #18m",OTHER,OTHER,3
Am eschenheimer tor zwei wasserwerfer und ein räumpanzer #18M #Blockupy #M18,OTHER,OTHER,3
Spitze an der konsti.Immer noch kein ende der demo in sicht.vorsichtige schätzung: 30 000 #18m #Blockupy #m18,OTHER,OTHER,3
"Auf gehts! demobeginn wie geplant,demospitze biegt bereits in kurt-schumacher-straße ein #18m #Blockupy #m18",OTHER,OTHER,3
Cops greifen leute auf hanauer landstaße ecke uhlandstr. an. |LBR| Dort noch immer 200 genossen im kessel! #18m #Blockupy #m18,OTHER,OTHER,3
"Der Helikopter kreist. Einzelne Gruppen bewegen sich rund um die Sperrzone. Es ist hektisch, passt auf euch auf! #M18 #Blockupy",OTHER,OTHER,3
"Polizei zieht auf, tausende Menschen bewegen sich parallel zur zeil in Richtung EZB #lets crash the opening #M18",OTHER,OTHER,3
Die zauberhafte Zugansage hat uns grade geweckt.Wir sehen die ersten Lichter der Stadt! #Sonderzug #M18 #Blockupy #wirsehenunsimmorgengrauen,OTHER,OTHER,3
Der Sonderzug rollt. Der 18.03. ist angebrochen. Frankfurt wir kommen! #M18 #18M #Blockupy #dasbieristalle #läuftbeiuns,OTHER,OTHER,3
Heute morgen gab es die erste Pressekonferenz von #umsganze und #nowkr in Wien. #antifa,OTHER,OTHER,3
Die griechische Polizei (MAT) hat die Busse an der Grenze gestoppt. Abwarten was passiert. Durchsuchung hat begonnen.,OTHER,OTHER,3
5000 auf der antinationalen Demo in #Hannover #oct3h,OTHER,OTHER,3
Schöner Zusammenschnitt der gestrigen Demo in Berlin von leftvision!,OTHER,OTHER,3
In #Wien laufen die Vorbereitungen bereits auf Hochtouren. |LBR| 5 Tage noch.,OTHER,OTHER,3
"Laut Meldung von ""Rassismus tötet"" wird gerade das Refugee Camp am Oranienplatz (Berlin) von den Bullen geräumt, alle hin da!!",OTHER,OTHER,3
++ Noch 120 Personen in den Kesseln ++ Kundgebung gegen den brutalen Einsatz der Polizei jetzt vor Ort ++ @Blockupy #blockupy #repression,OTHER,OTHER,3
@Blockupy #blockupy Soli-Aktion in #Göttingen: Spontandemo morgen abend 17h Gänseliesel,OTHER,OTHER,3
Solidaritätsdemo in München für #blockupy Ab jetzt am Odeonsplatz,OTHER,OTHER,3
"#blockupy Unser Ticker: Sind aufgrund der Geschehnisse leider beschäftigt,Hilfe von außen zu organisieren, damit Leute da heile raus kommen",OTHER,OTHER,3
"leute bleibt zusammen, lasst euch nicht spalten und zeigt eure solidarität mit den eingeschlossenen #blockupy",OTHER,OTHER,3
@Blockupy #blockupy Solidemo auch in Rostock! Heute 20 Uhr Neuer Markt!,OTHER,OTHER,3
@Blockupy #Blockupy #Repression Soliaktion in Rostock! Heute 20 Uhr Neuer Markt!,OTHER,OTHER,3
alle demoblöcke erklären sich mit den eingekesselten solidarisch #blockupy,OTHER,OTHER,3
im forderen teil der demo wird immer noch viel wasser gebraucht #blockupy,OTHER,OTHER,3
@Blockupy #blockupy #repression Wichtig zu wissen: Die Sanis stehen auf dem Rasen vor den jüdischen Museum (beim kessel rechts),OTHER,OTHER,3
@lerntux- der stream ist seit zwanzig minuten offline #blockupy,OTHER,OTHER,3
fr schreibt: In der Neuen Mainzer Straße reißt Polizei ohne erkennbaren Grund zwei Männer zu Boden und verhaftet sie. #blockupy,OTHER,OTHER,3
"@Dave_Kay @SPIEGELONLINE #blockupy Wir sehnen bei den bunt gekleideten DemonstrantIinnen auch grad niemand, der oder die vermummt ist",OTHER,OTHER,3
@SPIEGELONLINE @blockupy #blockupy: Denn diese sind bunt &amp; verhalten sich friedlich. Wir sehen niemanden mit Vermummung,OTHER,OTHER,3
#blockupy - gibts noch einen aktuellen livestream vom kessel?,OTHER,OTHER,3
"@SPIEGELONLINE #blockupy: vielleicht wäre es für ihre berichterstattung hilfreich, sich mal die Perspektive der Demonstranten anzuhören!",OTHER,OTHER,3
"@hronline #blockupy @blockupy es würde ihrer berichterstattung sicherlich gut tun, sich auch andere perspektiven einzuholen",OTHER,OTHER,3
fr schreibt:BlockupyOrganisatoren rufen die Demonstranten auf zuden eingekesselten Demonstranten zugehen und dort Ketten zu bilden #blockupy,OTHER,OTHER,3
"@Blockupy #blockupy Blanker Hohn! Bunt gekleidete &amp; friedliche Leute die sich das seit Std. gefallen lassen müssen, sind eine ""Störergruppe""",OTHER,OTHER,3
"@ReporterZDF @Blockupy #blockupy Bunt gekleidete &amp; friedliche Leute, die sich das seit Std. gefallen lassen müssen, sind eine ""Störergruppe""",OTHER,OTHER,3
@Blockupy #blockupy #repression #polizeigewalt: Zeigt euch solidarisch! Organisiert Soli-Aktionen in euren Städten!,OTHER,OTHER,3
@Blockupy #blockupy Soli-Demos heute Abend ++ Köln: Kölner Dom 17 Uhr ++ Berlin: 17 Uhr Admiralstr. 1-2 ++ Düsseldorf: 18 Uhr Burgplatz,OTHER,OTHER,3
die frschreibt: alle Vermummungen ablegen könnten. Die oberste Einsatzleitung habe das aber abgelehnt.#blockupy,OTHER,OTHER,3
"die fr schreibt .... - und alle Personalien feststellen. Die Demoleitung habe angeboten, dass die Menschen im Kessel.... #blockupy",OTHER,OTHER,3
#blockupy @Blockupy Polizei setzt wieder massiv Pfefferspray und Knüppel ein,OTHER,OTHER,3
die fr schreibt: : Laut Demo-Anmelder Werner Rätz wird die Polizei die etwa 500 Eingekesselten jetzt einzeln durchsuchen....#blockupy,OTHER,OTHER,3
"@PeterWolf @blockupy wir sehen niemanden, der oder die vermummt ist. Alle sind bunt gekleidet und verhalten sich friedlich",OTHER,OTHER,3
"#Repression bei #Blockupy #Spontis 1.6.13 : Köln: Kölner Dom 17 Uhr / Berlin: 17 Uhr Admiralstr. 1-2,/ Düsselorf: 18 Uhr Burgplatz",OTHER,OTHER,3
cps diskutieren mit anmelder der demo. wollen das der antikapblock alle potenziell gefählichen gegenstände abgibt. #blockupy,OTHER,OTHER,3
@blockupy #blockupy : Büttel kesseln grad den antikapitalistischen Block - hier nochmal die EA Nummer: +49(0)160 95657426,OTHER,OTHER,3
merci an alle die heute unterwegs waren. see you tomorrow&gt;antikapitalistischer block auf der großdemo. fight capitalism and racism #blockupy,OTHER,OTHER,3
Nach wie vor großer Wanderkessel im Abschiebeflughafen. Polizei provoziert immerwieder. #blockupy,OTHER,OTHER,3
200 Menschen laufen im Wanderkessel durchs Terminal. Autoritärer Umgang mit Krisenprotesten scheint en vogue zu sein. #blockupy airport,OTHER,OTHER,3
Ca. 200 Leute sind jetzt im Terminal 1 und machen Lärm #blockupy,OTHER,OTHER,3
#blockupy: Polizei fängt an ein paar Leute reinzulassen. Nachdem sie großzügig Pfefferspray und Schläge verteilt haben...,OTHER,OTHER,3
"#blockupy: Die Bullen sagen durch, dass sie nicht vorhaben Leute im Terminal demonstrieren zu lassen. Staat. Nation. B*llen. Scheiße.",OFFENSE,INSULT,0
es werden immer noch keine demonstrantinnen in das terminal gelassen. #blockupy,OTHER,OTHER,3
durch megaphon werden die flugreisenden im terminal 1 über die demo-situation und die abschiebepolitik aufgeklärt. #blockupy,OTHER,OTHER,3
#Blockupy: 800 Menschen am #Flughafen #Frankfurt blockieren derzeit Terminal 1 !,OTHER,OTHER,3
#Blockupy #Flughafen: Über 800 Menschen bei der Aktion! Grad blockiert sich d. Polizei im Terminal 1 selbst. Sie will 200 Leute auswählen,OTHER,OTHER,3
#blockupy airport: nochmal die ea-nummer - alle schön aufschreiben EA: +49(0)160 95657426,OTHER,OTHER,3
#blockupy airport: Bullen haben damit begonnen 200 Menschen in das Terminal 1 zu lassen. Dass da ja ordentlich gezählt wird!,OFFENSE,INSULT,0
Technische Schwierigkeiten beim account von @Blockupy #Blockupy,OTHER,OTHER,3
"#Blockupy #Airport , es werden 200 DemonstrantInnen ausgewählt, die in Terminal 1 sollen rein dürfen.",OTHER,OTHER,3
#blockupy #frankfurt Aktion am #Flughafen: Polizei eskaliert völlig unnötig die Situation,OTHER,OTHER,3
@blockupy #blockupy #frankfurt Aktion am #Flughafen: Polizei setzte eben massiv Pfefferspray ein und lässt Leute nicht durch!,OTHER,OTHER,3
#blockupy airport: es geht weder vor noch zurück. Genoss_innen: Vorwärts und nicht vergessen...,OTHER,OTHER,3
Am Flughafen werden nur 200 DemonstrantInnen in das Terminal gelassen. Im Moment läuft noch die Kundgebung vor dem Flughafen #blockupy,OTHER,OTHER,3
#blockupy airport: gerade haben Leute versucht auf eigene Faust ins Terminal zu kommen. Bullen reagieren mit Knüppeln. Scheiße sowas.,OFFENSE,INSULT,0
"#Blockupy #Frankfurt #Flughafen DemonstrantInnen skandieren ""Kein Mensch ist illegal, Bleiberecht überall""",OTHER,OTHER,3
#blockupy: Die Bullen lassen Demonstrierende nicht ins Terminal. Scheint kein Platz zu sein für unversöhnliche Kritik an Staat &amp; Nation.,OFFENSE,INSULT,0
#blockupy: Terminal1 komplett dicht. Die 200 genehmigten Teilnehmenden werden abgezählt und reingelassen. Wir sind in Deutschland hier.,OTHER,OTHER,3
die s8 fährt nicht mehr zum Flughafen :( #blockupy,OTHER,OTHER,3
#blockupy deportation airport: mehrere hundert Menschen auf dem Weg zum Bahnhof. capitalism. racism. crisis. fight!,OTHER,OTHER,3
Und heute um 13 Uhr: Ein deutliches Zeichen gegen den rassistischen Normalzustand setzen @ deportation airport frankfurt. #blockupy,OTHER,OTHER,3
#nowkr: die Demo am Europaplatz beginnt pünktlich um 18h! Plant das bei eurer Anfahrt bitte mit ein,OTHER,OTHER,3
#nowkr #repression: Bus aus Dtl. ist endlich aus der Kontrolle entlassen worden. Da haben sich die hiesigen Kiberer ordentlich Zeit gelassen,OTHER,OTHER,3
Das gestern veröffentlichte Mobivideo zum #nowkr-Ball findet ihr in 1-2 Tagen wieder hier und auf den anderen bekannten Seiten,OTHER,OTHER,3
"Das #nowkr Mobivideo ist derzeit offline, wird aber in den nä. 1-2 Tagen wieder online gestellt",OTHER,OTHER,3
@AntifaBerlin @HgegenNazis - #nowkr: Anreise aus Deutschland: Bus Ost/Süd: #Berlin - #Leipzig | Bus Nord: #Bremen - #Hannover - #Göttingen,OTHER,OTHER,3
#nowkr - Anreise aus Deutschland: Bus Ost/Süd: #Berlin - #Leipzig - Wien | Bus Nord: #Bremen - #Hannover - #Göttingen - Wien.,OTHER,OTHER,3
Auch 2013 mobilisieren wir mit unseren GenossInnen zu Protesten gegen den WKR-Ball in #wien. Busanreise aus der BRD in Planung. #nowkr,OTHER,OTHER,3
25.000 bei internationaler Demo! Kämpferischer antikapitalistischer Block! #blockupy,OTHER,OTHER,3
Um 18h geht es dann weiter mit einem Vortrag zur Kritik des Linksreformismus (Campus Bockenheim Zelt von #UmsGanze) #Blockupy,OTHER,OTHER,3
Um 16h finden im Zelt von #umsganze am Studihaus Veranstaltungen statt: @shiftzine (UK) zum Internationalem Antinationalismus #Blockupy,OTHER,OTHER,3
Am Römerberg steht jetzt ein Pavillion von #umsganze. #blockupy,OTHER,OTHER,3
Das gesamte Programm der Blockupy Action Days in Frankfurt (16.-19.5) findet ihr hier,OTHER,OTHER,3
Etwa 90 Menschen demonstrierten in #Göttingen spontan gegen die Polizeigewalt & Repression während der heutigen #m31 Demo in FFM #m31ffm,OTHER,OTHER,3
"Der 5. Bus aus Berlin zu M31 steht bereit. Es gibt also wieder Karten für 20 Euro das Stück bei ""Red Stuff"" und ""Schwarze Risse"".",OTHER,OTHER,3
"@Birdie51411736 Idioten nein, es sind sind gefährliche Sozialisten, Kommunisten, Feinde des Deutschen Volkes, Hofschranzen der Welt-Hochfinanz, Linke und Rote Hartliner, die Deutschland zu Gunsten eines von ihnen regierten Europas, opfern wollen. Das geben sie zu. Idioten kann man verzeihen.",OFFENSE,ABUSE,1
"Die Tagesschau hat doch völlig vergessen ausführlich zu zeigen, wie sehr die Bürger Macron und Merkel bejubelt haben. Vor allem die Gelbwesten aus Deutschland und Frankreich. Das war sicher nur ein Versehen, denn von den Gelbwesten in Ungarn wurde ausführlich berichtet.",OFFENSE,ABUSE,1
"@Zentralrat1 Aber, aber Merkels Gäste wollen nicht arbeiten. Eben Gäste.<U+0001F923><U+0001F609>",OFFENSE,ABUSE,1
"Die Kaltschnäuzigkeit mit der Medien d. ÖR den brutalen Mordanschlag an Frank Magnitz an 4.-5. Stelle behandeln, fast verspotten, zeigt dass sich die Medien zu Erfüllungsgehilfen von RROTLINKENGRÜNEN,u Antifa-RAF geworden sind. Mit Zwangsgebühren der Bürger. Änderung schnell!",OFFENSE,ABUSE,1
@Ebony_Sunrise Ohne die Fürsten der EU und Soros.,OFFENSE,ABUSE,1
"Merkel: Wir schaffen das! Honecker: Aus unseren Arbeiter ist noch mehr herauszuholen. Passt!. Wir werden von Wortbrechern, Lügner regiert. SPD verrät schon wieder den Arbeiter, den kleinen Mittelständler, den kleinen Selbständigen. Wählt die Parasitten ab. Bald sind Wahlen.",OFFENSE,ABUSE,1
"Macrons Antifa heißt „Rot-Schals“. Er der Frau Merkel so mag, hat gelernt. Eine Schlägertruppe geht gegen Gelb Westen vor und klatscht für die Polizei, egal wie brutal diese zuschlägt oder sogar schießt. Es wird im nicht helfen. Geh zu Papi Soros, Emmanuel, aber geh!",OFFENSE,ABUSE,1
Das ZDF (heute Journal) greift Israel und seinen MP Netanjahu wegen einer Aussage zu Deutschen NGOs und deren Verbindungen zu Palästinenser und derer Finanzierung an. Ein Unding! Was passiert hier in Deutschland? Hat der Islam das ZDF schon übernommen?,OFFENSE,ABUSE,1
"Wie kommt es eigentlich das wir einen Verfassungsschutz haben, aber keine souveräne Verfassung und kein souveränes Deutschland. Ist es vielleicht nur der Regierungsschutz? Oder ist es Besatzungsschutz?",OFFENSE,ABUSE,1
Stolpersteine gegen das Vergessen der Toten der NS-Diktatur ist eine gute Sache! Mal nur so als Frage: Wann werden endlich Stolpersteine für die Opfer von Amri u. Co. gepflastert? Es wird Zeit. Gegen das Vergessen.,OFFENSE,ABUSE,1
"@Rainer3778 Das wichtigste ist, der Antifa den Geldhahn abzudrehen. Grüne, SPD und Linke finanziere Terror.",OFFENSE,ABUSE,1
"Professor(RadioThüringen) will erklären warum CO2 Wert am Arbeitsplatz 23,75 X so hoch sein darf, wie in Innenstadt. Kurzfassung:„Arbeiter ist nur 8Std belastet Kleinkinder den ganzen Tag“. Klappt nicht, wer lässt sein Baby/Kleinkind 8 Std an Kreuzung/Stadt? Volksverdummung<U+0001F923>!",OFFENSE,INSULT,0
"@TiloJung Wie lächerlich, Ihr habt gelernt, das zu sagen was Euch aufgetragen wird. Leider, der Journalismus ist tot.",OFFENSE,INSULT,0
"@Virulensina @1schlobohm @AndreasStraub @RayFfm @Joerg_Meuthen Richtig, Unterhaltungen mit einer Mülltonne machen keinen Sinn!",OFFENSE,INSULT,0
@Hartes_Geld @gundel_gaukeley Maron ist am Ende. Das verzeiht das Volk im nie! Maron ist ein Faschist.,OFFENSE,INSULT,0
@Panik1Props @bazookadiebombe @MalteKaufmann @Cha_Knobloch Hat die Antifa heute Ausgang?,OFFENSE,INSULT,0
@Karl_Lauterbach Fakten waren noch nie Ihre Stärke. Ideologie schon. Lach!,OFFENSE,INSULT,0
@hobbit733 Bravo! Die Lösch-Stasi hat heute wieder einen harten Job.,OFFENSE,INSULT,0
"Grünen gehen die CO2-Werte noch nicht weit genug. 100 Lungenärzte sagen diese Grenze ist Unsinn. Unverschämt, wie können diese Wissenschaftler und Ärzte unseren allwissenden, hoch gebildeten, Studienabbrechern von den Grünen widersprechen, etwas mehr Respekt bitte!!!",OFFENSE,INSULT,0
"An das ganze Team von „Die Kanzlei“, ist Euch wirklich nichts zu Elend ????????? |LBR| <U+0001F92E><U+0001F922><U+0001F92E><U+0001F922><U+0001F92E><U+0001F922><U+0001F92E><U+0001F927><U+0001F927><U+0001F975><U+0001F975><U+0001F976>",OFFENSE,INSULT,0
@MarleneSchfer1 Unsere Fürsten werden einfach die Steuern erhöhen! So lange wir uns das gefallen lassen ......,OFFENSE,INSULT,0
"@Stahlzart @Spiegel4D @chris_98763 Sorry, aber warum unterhalten Sie sich mit dem Trottel?",OFFENSE,INSULT,0
"Richter sprechen Unrecht, der VS arbeitet mit VS-Feinden zusammen. Recht wird zu Unrecht. Das wirklich Schlimme aber ist, die Schergen geben es zu! Ohne jede Scham und ohne Vorsicht. Sie Prüfen wie weit sie noch gehen können, bis der Michel aufwacht. Ich befürchte – weit.",OFFENSE,INSULT,0
"@antifaraus @hopl9495 Das kann nur mit einer schweren Krankheit, der ""Holo-Cephalugie"" zusammenhängen. Tritt sehr oft inks auf.<U+0001F609>",OFFENSE,INSULT,0
"@mortalhope1 Selig sind, die geistig arm sind .....",OFFENSE,INSULT,0
"@immergenau Ein Vollidiot, sorry, aber meine Meinung.",OFFENSE,INSULT,0
"Komisch, dass es immer Leute sagen, die sich vom Staat schamlos bedienen.",OFFENSE,INSULT,0
@Spiro0815 Warum machen DIE sich so lächerlich. Die Sache liegt doch auf der Hand.,OFFENSE,INSULT,0
"Der kleine Robby Habeck spielt bei Twitter u. Co. nicht mehr mir, weil die großen Jungs immer so böse sind. <U+0001F923>- Einen Dose Mitleid, onnnöööööng! <U+0001F92A>Aber besser so, so viele dämliche Tweets entlarven am Ende die antidemokratischen Grünen. Wenn Dummheit schreien würde …..",OFFENSE,INSULT,0
"Grüne S.-schnauze Baerbock versucht den Mordversuch auf den AfD Politiker Magnitz zu relativieren. Mit den Worten: Wer Hass sät wird Hass ernten. Unterirdisch dämlich! Danach müssten Sie Frau Baerbock, eigentlich das Opfer sein. Keiner Hasst mehr wie Grüne u. ihre Antifa.",OFFENSE,INSULT,0
"Grüne Schandschnauze Baerbock versucht den Mordversuch auf den AfD Politiker Magnitz zu relativieren. Mit den Worten: Wer Hass sät wird Hass ernten. Unterirdisch dämlich! Danach müssten Sie Frau Baerbock, eigentlich das Opfer sein. Keiner Hasst mehr wie Grüne u. ihre Antifa.",OFFENSE,INSULT,0
@SpoonTabby Die Wahrheit hören unsere Politiker nicht gerne. Die Stasi 2 ist aktiv.,OFFENSE,INSULT,0
"@Steinhoefel @ichbinkoelnerin Ich bitte um eine sachlich, nachvollziehbare Begründung der Migration ohne Kontrolle, speziell in Hinsicht auf die vielen Opfer in Deutschland. Warum gehen Moslems nicht in Moslemische Länder. Wird Merkel Verantwortung für die „Spätschäden“ übernehmen? Danke.",OTHER,OTHER,3
"In Amberg schlagen Migranten wahllos auf Passanten ein. Bei der Prügeltour gab es neun Verletzte. Bis zum Bürgerkrieg ist es nur ein kleiner Schritt. -Ich werde mich nicht verprügeln lassen, sondern mich entsprechend und angemessen wehren.",OTHER,OTHER,3
@A_Hildering Eine handfeste Unterhaltung mit dem Direktor wäre von Vorteil.,OTHER,OTHER,3
"@fzfazer1 @PowerForUkraine Entweder das, - oder es wir wieder geschätzt. |LBR| <U+0001F923><U+0001F609>",OTHER,OTHER,3
"@Naund10 @convalaria1 Deutschland - unser Geld, an alle.",OTHER,OTHER,3
"Groko hat Steuererhöhungen ausgeschlossen, Scholz SPD will erhöhen von 42 auf 45% HSTS Begründung:Kohl hatte noch mehr. Er lügt! Bei Kohl Bemessungsgrenze bei 84T €, Scholz will 45% aber bei 54T€. Scholz will also den HSTS von Arbeiter u. Mittelstand. Eben SPD. Bald-Wahlen?",OTHER,OTHER,3
@MatthiasGrimm7 @Hallaschka_HH @Karl_Lauterbach Wir hatten im Erzgebirge schon mehr und auch schon weniger Schnee und auch Kälte. Das Einzige was sich geändert hat ist mein Alter.<U+0001F622><U+0001F62D><U+0001F63F>/<U+0001F609>,OTHER,OTHER,3
"Schäuble: Beschämend für Deutschland// |LBR| Beides, der ""alte"" und der ""neue zugewanderte"" Antisemitismus seien inakzeptabel, ""erst recht in Deutschland"". |LBR| Richtig Hr. Schäuble!!! Frage, wer hat den „Neuen“ einfach so, in Massen, und ohne jede Kontrolle Einwandern lassen. |LBR| Beschämend!",OTHER,OTHER,3
@Naund10 Gibt ja auch noch die gleiche Welt-Kanzlerin<U+0001F609>,OTHER,OTHER,3
@Outback1963 @Heinrich_Krug Vergeben gerne ( Selig sind die geistig Armen ....)! Vergessen ist gefährlich.,OTHER,OTHER,3
"@Kall90384061 Das war In Jena!!! Das schlimmste was da passiert (VERGANGENHEIT) war Karnickel stehlen beim Pastor, wie gesagt Vergangenheit.",OTHER,OTHER,3
@focusonline Wann werden diese kriminellen Schlepper endlich festgenommen?,OTHER,OTHER,3
"Jetzt wollen alle das ""Dunkeldeutschland"" IHRE Partei wählt. Besonders die Grünen. |LBR| Keiner hat vergessen dass Göring-Eckart die Ostdeutschen(Mitteldeutschen)Bürger als Migranten bezeichnet hat. Und wer hat gleich Chemnitz als braunen Sumpf, usw bezeichnet? Schade, vergessen.",OTHER,OTHER,3
"„Der lange Marsch der Flüchtlinge aus Honduras in Richtung USA“ ??? |LBR| Was ist eigentlich mit diesen Menschen passiert, die Presse und ÖR scheinen sich für ihr Schicksal nicht mehr zu interessieren.",OTHER,OTHER,3
"@niedermeiergg , Ich grüße den Landwirt aus Bayern, ein gebürtiger Landwird aus Sachsen, leider nicht mehr aktiv. Im Herzen aber ein Bauer.",OTHER,OTHER,3
"@florian_hillen @66Norweger66 Ja, das ist schlimm, aber: Macron hat verloren, soviel ist sicher, je mehr Brutalität, umso mehr Gelbwesten. Und wenn er nicht aufpasst wird er aus dem Amt geprügelt!",OTHER,OTHER,3
"@buschilein70 Ja, aber ich hätte auf diese Erfahrungen auch gerne verzichtet. 40 Jahre DDR.<U+0001F644>",OTHER,OTHER,3
"@RAPeterElias @Augenroller @krippmarie Haben Sie mehr Infos als der Journalist, dann lassen Sie es uns wissen. |LBR| Danke.",OTHER,OTHER,3
"@WlerNr @OnkelJurgen @JanaRudolph13 Loben? Nein, aber sie haben erkannt wohin der Hase läuft! Maron hat fertig!!!",OTHER,OTHER,3
"Hofreiter: „Ökostrom ist jetzt schon billiger“. Für wen, nicht für mich. |LBR| Bei Kohle im Verhältnis zu Wind/Sonne rechnen Grüne mit Faktoren Entsorgung und Nachsorge u. genau diese wichtigen Punkte lassen sie bei E.-Autos weg. Batterien usw. Grüne Mathematik ist sehr lustig.",OTHER,OTHER,3
Hofreiter: „Ökostrom ist jetzt schon billiger“<U+0001F923>Für wen? |LBR| Bei Kohle im Verhältnis zu Wind/Sonne rechnen die Grünen mit dem Faktor Entsorgung und Nachsorge und genau diesen wichtigen Punkt lassen sie bei E.-Autos einfach mal weg. Batterien usw. Grüne Mathematik ist sehr lustig.,OTHER,OTHER,3
"@IpischelDr Bitte aber nicht von Lehrern mit SPD-Gesinnung!!! Das wäre der gleiche Geschichtsunterricht, denn ich in der DDR hatte. Kommunismus-Sozialismus gut und alles andere schlecht. Grauenvoll! Ja, Geschichte ist wichtig, wird aber oft verzerrt.",OTHER,OTHER,3
"@heike_gassmann @DrThomasBruns Es ist lächerlich, aber man muss es ja nicht schauen. Heute mal Schach?<U+0001F609>",OTHER,OTHER,3
"@helllud123 @Drandrauf92 ""Die Wahlen in Ostdeutschland, aber auch in Europa im Mai, sind für die Demokratie insgesamt eine Bewährungsprobe.""- Das ist Richtig! Ich hoffe es wird nicht wieder geschätzt! - Und Menschen wie Baerbock und Ihre Grünen sind für die Menschen in ganz Deutschland ein Zumutung.",OTHER,OTHER,3
@wellejena Die Instrumentalisierung von Kindern und Jugendlichen gibt es nicht nur auf Demos!,OTHER,OTHER,3
@g_reichenbach Sie sollten Hass und Meinungsfreiheit noch mal googeln. Jeder der nicht Ihrer Meinung ist hasst?Lach.,OTHER,OTHER,3
"@g_reichenbach Ich hasse niemand, nicht einmal die, die unser Volk hassen und vernichten wollen. Aber ich werde gegen sie mit allen politischen Mitteln kämpfen. Allerdings ist die SPD mittlerweile zu vernachlässigen, sie schafft sich selbst ab.",OTHER,OTHER,3
"Und Frau Knobloch legt noch einmal nach. Frau Knobloch weigert sich zu erkennen das die Feinde des jüdischen Volkes, in unserem Jahrhundert, aus den Islam kommen, sie stütz die, die dafür die Verantwortung tragen, und sie tut es wissendlich",OTHER,OTHER,3
"@Udo66ko @schweizok2 Es werden sich immer Damen, die ich nicht näher bezeichnen möchte, finden, die gab es schon in der Biebel.",OTHER,OTHER,3
